BSNS_MBY_NM,CNSTRCT_ENTRPS_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,GNRL_RNK1_CRSPAREA_ENDDE,GNRL_RNK1_CRSPAREA_RCPTDE,GNRL_RNK1_ETC_AREA_ENDDE,GNRL_RNK1_ETC_AREA_RCPTDE,GNRL_RNK1_ETC_GG_ENDDE,GNRL_RNK1_ETC_GG_RCPTDE,GNRL_RNK2_CRSPAREA_ENDDE,GNRL_RNK2_CRSPAREA_RCPTDE,GNRL_RNK2_ETC_AREA_ENDDE,GNRL_RNK2_ETC_AREA_RCPTDE,GNRL_RNK2_ETC_GG_ENDDE,GNRL_RNK2_ETC_GG_RCPTDE,HMPG_ADRES,HOUSE_DTL_SECD,HOUSE_DTL_SECD_NM,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,IMPRMN_BSNS_AT,LRSCL_BLDLND_AT,MDAT_TRGET_AREA_SECD,MDHS_TELNO,MVN_PREARNGE_YM,NPLN_PRVOPR_PUBLIC_HOUSE_AT,NSPRC_NM,PARCPRC_ULS_AT,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,PUBLIC_HOUSE_EARTH_AT,PUBLIC_HOUSE_SPCLW_APPLC_AT,RCEPT_BGNDE,RCEPT_ENDDE,RCRIT_PBLANC_DE,RENT_SECD,RENT_SECD_NM,SPECLT_RDN_EARTH_AT,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,SUBSCRPT_AREA_CODE,SUBSCRPT_AREA_CODE_NM,TOT_SUPLY_HSHLDCO
한국토지주택공사 서울지역본부,계룡건설산업 주식회사,2022-11-07,2022-11-11,2022-08-11,2022-08-11,2022-08-11,2022-08-11,2022-08-11,2022-08-11,2022-08-12,2022-08-12,2022-08-12,2022-08-12,2022-08-12,2022-08-12,https://apply.lh.or.kr,03,국민,2022000521,양주옥정 A-4(1)블록 공공분양주택,01,APT,"경기도 양주시 삼숭동, 고암동, 회암동, 율정동, 옥정동 일원 양주옥정 택지개발지구내 A-4(1)블록",11468,N,Y,Y,0319285587,202307,N,경향신문,Y,2022000521,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000521&pblancNo=2022000521,2022-08-26,N,Y,2022-08-11,2022-08-12,2022-07-27,0,분양주택,N,,,410,경기,1409
주식회사 시온건설,주식회사 시온건설,2022-08-29,2022-08-31,2022-08-09,2022-08-09,2022-08-09,2022-08-09,,,2022-08-10,2022-08-10,2022-08-10,2022-08-10,,,https://heritage2022.modoo.at/,01,민영,2022000426,대명 헤리티지,01,APT,대구광역시 남구 대명동 1128번지외 1필지,42482,N,N,N,0533845533,202209,N,경북일보,N,2022000426,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000426&pblancNo=2022000426,2022-08-17,N,N,2022-08-08,2022-08-10,2022-07-27,0,분양주택,N,2022-08-08,2022-08-08,700,대구,31
(주)구수산 민간공원  PFV,(주)화성개발,2022-08-29,2022-08-31,2022-08-08,2022-08-08,2022-08-08,2022-08-08,,,2022-08-09,2022-08-09,2022-08-09,2022-08-09,,,http://www.gususan-parkdream.com,01,민영,2022000498,화성파크드림 구수산공원,01,APT,대구광역시 북구 읍내동 1090번지 일원,41438,N,N,N,0533115200,202502,N,대구신문,N,2022000498,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000498&pblancNo=2022000498,2022-08-16,N,N,2022-08-05,2022-08-09,2022-07-26,0,분양주택,N,2022-08-05,2022-08-05,700,대구,520
세종건설산업(주),중흥토건주식회사,2022-08-29,2022-08-31,2022-08-08,2022-08-08,2022-08-09,2022-08-09,,,2022-08-10,2022-08-10,2022-08-10,2022-08-10,,,http://www.gt-sclass.com,01,민영,2022520031,성남 금토지구 A-3블록 중흥S-클래스 (사전청약),09,민간사전청약,경기도 성남시 수정구 금토로 44-5(금토동),13453,N,N,Y,0312149565,202610,Y,헤럴드경제신문,Y,2022520031,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520031&pblancNo=2022520031,2022-08-17,Y,N,2022-08-05,2022-08-10,2022-07-25,0,분양주택,Y,2022-08-05,2022-08-05,410,경기,229
교보자산신탁(주),에이치엔아이엔씨(주),2022-08-22,2022-08-24,2022-08-02,2022-08-02,2022-08-02,2022-08-02,,,2022-08-03,2022-08-03,2022-08-03,2022-08-03,,,http://속초헤리엇더228.com,01,민영,2022000500,속초 헤리엇 THE 228,01,APT,강원도 속초시 장사동 649-12 일원,24802,N,N,N,0336350228,202412,N,아시아경제,N,2022000500,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000500&pblancNo=2022000500,2022-08-09,N,N,2022-08-01,2022-08-03,2022-07-22,0,분양주택,N,2022-08-01,2022-08-01,200,강원,228
창휘연립소규모재건축정비사업조합,남광토건 주식회사,2022-08-22,2022-08-24,2022-08-02,2022-08-02,2022-08-03,2022-08-03,,,2022-08-04,2022-08-04,2022-08-04,2022-08-04,,,http://www.bupyeong-haustory.co.kr,01,민영,2022000483,부평 하우스토리 어반그린,01,APT,인천광역시 부평구 부평동 767-1번지 일원,21411,N,N,Y,0324733777,202502,N,문화일보,N,2022000483,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000483&pblancNo=2022000483,2022-08-10,N,N,2022-08-01,2022-08-04,2022-07-22,0,분양주택,N,2022-08-01,2022-08-01,400,인천,84
(주)무궁화신탁,주식회사가화건설,2022-08-22,2022-08-24,2022-08-02,2022-08-02,2022-08-03,2022-08-03,,,2022-08-04,2022-08-04,2022-08-04,2022-08-04,,,https://www.서면가화만사성.com,01,민영,2022000476,서면 가화만사성 더 테라스,01,APT,부산광역시 부산진구 전포동 191-957외 12필지 ,47231,N,N,Y,0517245111,202504,N,국제신문,N,2022000476,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000476&pblancNo=2022000476,2022-08-10,N,N,2022-08-01,2022-08-04,2022-07-22,0,분양주택,N,2022-08-01,2022-08-01,600,부산,158
우리자산신탁 주식회사,(주)동원개발,2022-08-22,2022-08-24,2022-08-02,2022-08-02,2022-08-02,2022-08-02,,,2022-08-03,2022-08-03,2022-08-03,2022-08-03,,,https://www.양산비스타동원솔라스타.com/,01,민영,2022000474,양산5차 비스타동원 솔라스타,01,APT,경상남도 양산시 덕계동 1050번지 일원,50554,N,N,N,0553626111,202508,N,부산제일경제,N,2022000474,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000474&pblancNo=2022000474,2022-08-09,N,N,2022-08-01,2022-08-03,2022-07-22,0,분양주택,N,2022-08-01,2022-08-01,621,경남,311
대한토지신탁(주),"은성산업(주), 은성건설(주)",2022-08-23,2022-08-25,2022-08-02,2022-08-02,2022-08-02,2022-08-02,,,2022-08-03,2022-08-03,2022-08-03,2022-08-03,,,http://www.reitpia.com/,01,민영,2022000461,칠곡 왜관 월드메르디앙 웰리지,01,APT,경상북도 칠곡군 왜관읍 금산토지구획정리사업지구 1블럭 1로트 (경상북도 칠곡군 왜관읍 금산리 823-5번지 일원),39906,N,N,N,15668864,202502,N,경향신문,N,2022000461,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000461&pblancNo=2022000461,2022-08-10,N,N,2022-08-01,2022-08-03,2022-07-22,0,분양주택,N,2022-08-01,2022-08-01,712,경북,352
우미건설(주),우미건설(주),2022-08-25,2022-08-28,2022-08-02,2022-08-02,2022-08-02,2022-08-02,,,2022-08-03,2022-08-03,2022-08-03,2022-08-03,,,https://mor.lynn.co.kr/,01,민영,2022000434,무안 오룡지구 우미린 2차(44BL),01,APT,전라남도 무안군 일로읍 망월리 남악신도시 오룡지구 44BL,58581,N,N,N,0612828004,202507,N,,Y,2022000434,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000434&pblancNo=2022000434,2022-08-09,N,N,2022-08-01,2022-08-03,2022-07-22,0,분양주택,N,2022-08-01,2022-08-01,513,전남,685
우미건설(주),우미건설(주),2022-08-22,2022-08-24,2022-08-02,2022-08-02,2022-08-02,2022-08-02,,,2022-08-03,2022-08-03,2022-08-03,2022-08-03,,,https://mor.lynn.co.kr/,01,민영,2022000433,무안 오룡지구 우미린 1차(43BL),01,APT,전라남도 무안군 일로읍 망월리 남악신도시 오룡지구 43BL,58581,N,N,N,0612828004,202507,N,,Y,2022000433,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000433&pblancNo=2022000433,2022-08-09,N,N,2022-08-01,2022-08-03,2022-07-22,0,분양주택,N,2022-08-01,2022-08-01,513,전남,372
주식회사 코람코자산신탁,현대건설(주),2022-08-22,2022-08-24,2022-08-02,2022-08-02,2022-08-02,2022-08-02,,,2022-08-03,2022-08-03,2022-08-03,2022-08-03,,,http://www.hillstate-seodaegu-central.com,01,민영,2022000506,힐스테이트 서대구역 센트럴,01,APT,대구광역시 서구 비산동 934-1번지 일원,41804,N,N,N,15222356,202507,N,문화일보,N,2022000506,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000506&pblancNo=2022000506,2022-08-09,N,N,2022-08-01,2022-08-03,2022-07-21,0,분양주택,N,2022-08-01,2022-08-01,700,대구,762
공단4주공아파트주택재건축정비사업조합,(주)에이치제이중공업 건설부문,2022-08-22,2022-08-24,2022-08-02,2022-08-02,2022-08-02,2022-08-02,,,2022-08-03,2022-08-03,2022-08-03,2022-08-03,,,http://구미해모로.com,01,민영,2022000452,구미 해모로 리버시티,01,APT,경상북도 구미시 공단동 108,39248,Y,N,N,0544658883,202504,N,,N,2022000452,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000452&pblancNo=2022000452,2022-08-09,N,N,2022-08-01,2022-08-03,2022-07-20,0,분양주택,N,2022-08-01,2022-08-01,712,경북,424
한국토지주택공사 인천지역본부,(주)대보건설,2022-11-07,2022-11-11,2022-08-05,2022-08-05,2022-08-05,2022-08-05,2022-08-05,2022-08-05,2022-08-08,2022-08-08,2022-08-08,2022-08-08,2022-08-08,2022-08-08,http://www.lh-uj.co.kr,03,국민,2022000494,파주운정3지구 A23블록 공공분양주택,01,APT,경기도 파주시 동패동 파주운정3 택지개발지구 내 A23BL,10888,N,Y,Y,0319442055,202602,N,동아일보 ,Y,2022000494,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000494&pblancNo=2022000494,2022-08-22,Y,Y,2022-08-05,2022-08-08,2022-07-15,0,분양주택,N,,,410,경기,1012
청주흥덕지역주택조합,"(주)대원, (주)대원디앤디",2022-08-16,2022-08-18,2022-07-26,2022-07-26,2022-07-26,2022-07-26,,,2022-07-27,2022-07-27,2022-07-27,2022-07-27,,,https://www.hd-cantavil.co.kr,01,민영,2022000480,청주 흥덕 칸타빌 더뉴,01,APT,충청북도 청주시 흥덕구 강내면 월곡리82-1,28171,N,N,N,0432331633,202501,N,아시아경제,N,2022000480,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000480&pblancNo=2022000480,2022-08-02,N,N,2022-07-25,2022-07-27,2022-07-15,0,분양주택,N,2022-07-25,2022-07-25,360,충북,149
신평지역주택조합,코오롱글로벌(주),2022-08-16,2022-08-18,2022-07-25,2022-07-25,2022-07-26,2022-07-26,,,2022-07-27,2022-07-27,2022-07-27,2022-07-27,,,,01,민영,2022000473,사하코오롱하늘채,01,APT,부산광역시 사하구 신평동 674번지,49420,N,N,Y,15334515,202208,N,동아일보 ,N,2022000473,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000473&pblancNo=2022000473,2022-08-02,N,N,2022-07-25,2022-07-27,2022-07-15,0,분양주택,N,,,600,부산,40
(주)유성티엔에스,(주)서희건설,2022-08-16,2022-08-18,2022-07-27,2022-07-27,2022-07-28,2022-07-28,,,2022-07-29,2022-07-29,2022-07-29,2022-07-29,,,http://dh-seohee.com/,01,민영,2022000435,서희스타힐스 더 도화,01,APT,인천광역시 미추홀구 염전로202번길 74(도화동),22110,N,N,Y,0324211777,202508,N,아시아경제,N,2022000435,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000435&pblancNo=2022000435,2022-08-04,N,N,2022-07-26,2022-07-29,2022-07-15,0,분양주택,N,2022-07-26,2022-07-26,400,인천,144
송도센트럴1지구 지역주택조합,(주)코오롱글로벌,2022-08-16,2022-08-18,2022-07-26,2022-07-26,2022-07-26,2022-07-26,,,2022-07-27,2022-07-27,2022-07-27,2022-07-27,,,http://www.송도하늘채아이비원.com,01,민영,2022000488,"송도 하늘채 아이비원(M2-3-1,2BL)",01,APT,인천광역시 연수구 송도동 20-4번지 외 7필지,22001,N,Y,Y,15228765,202405,N,아시아경제,N,2022000488,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000488&pblancNo=2022000488,2022-08-02,N,N,2022-07-25,2022-07-27,2022-07-14,0,분양주택,Y,2022-07-25,2022-07-25,400,인천,119
한국토지주택공사 전북지역본부,,2022-10-21,2022-10-28,2022-07-26,2022-07-26,2022-07-26,2022-07-26,,,2022-07-27,2022-07-27,2022-07-27,2022-07-27,,,https://apply.lh.or.kr,03,국민,2022000478,익산평화 주거환경개선사업지구 공공분양주택,01,APT,전라북도 익산시 평화동 90-20 일원(익산평화지구),54602,Y,N,N,0638522055,202503,N,,Y,2022000478,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000478&pblancNo=2022000478,2022-08-11,Y,Y,2022-07-26,2022-07-27,2022-07-14,0,분양주택,N,,,560,전북,1053
나운주공2단지주택재건축정비사업조합,금호건설주식회사,2022-08-16,2022-08-18,2022-07-26,2022-07-26,2022-07-26,2022-07-26,,,2022-07-27,2022-07-27,2022-07-27,2022-07-27,,,http://www.naunkhapt.com,01,민영,2022000477,나운 금호어울림 센트럴,01,APT,전라북도 군산시 나운동 831번지 일원,54131,Y,N,N,0634640327,202209,N,,N,2022000477,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000477&pblancNo=2022000477,2022-08-04,N,N,2022-07-25,2022-07-27,2022-07-14,0,분양주택,N,2022-07-25,2022-07-25,560,전북,54
신한자산신탁 주식회사,(주)포스코건설,2022-08-16,2022-08-18,2022-07-26,2022-07-26,2022-07-26,2022-07-26,,,2022-07-27,2022-07-27,2022-07-27,2022-07-27,,,http://www.더샵달서센트엘로.kr,01,민영,2022000468,더샵 달서센트엘로,01,APT,대구광역시 달서구 본동 888-2번지 일원,42734,N,N,N,15330310,202606,N,아시아경제,N,2022000468,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000468&pblancNo=2022000468,2022-08-02,N,N,2022-07-25,2022-07-27,2022-07-14,0,분양주택,N,2022-07-25,2022-07-25,700,대구,272
송림3지구 주택재개발정비사업조합,두산건설(주),2022-08-16,2022-08-19,2022-07-26,2022-07-26,2022-07-27,2022-07-27,,,2022-07-28,2022-07-28,2022-07-28,2022-07-28,,,http://www.인천두산위브더센트럴.com,01,민영,2022000442,인천 두산위브 더센트럴,01,APT,인천광역시 동구 송림동 42-215,22538,Y,N,Y,15331497,202601,N,아시아경제,N,2022000442,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000442&pblancNo=2022000442,2022-08-03,N,N,2022-07-25,2022-07-28,2022-07-14,0,분양주택,N,2022-07-25,2022-07-25,400,인천,785
계룡건설산업(주),계룡건설산업(주),2022-10-05,2022-10-06,2022-07-21,2022-07-21,2022-07-21,2022-07-21,,,2022-07-22,2022-07-22,2022-07-22,2022-07-22,,,http://www.엘리프세종6-3.com/,03,국민,2022820021,엘리프세종6-3 신혼희망타운 추가입주자 모집,10,신혼희망타운,세종특별자치시 산울동 일원(행정중심복합도시 6-3 M4블록),30090,N,N,Y,0448656177,202501,N,,Y,2022820021,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022820021&pblancNo=2022820021,2022-08-03,N,Y,2022-07-21,2022-07-22,2022-07-11,0,분양주택,Y,,,338,세종,23
디비종합건설 주식회사,,2022-08-09,2022-08-12,2022-07-19,2022-07-19,2022-07-19,2022-07-19,,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,,,http://detre-yj.co.kr/,01,민영,2022520030,"인천 영종국제도시 RC4-1,2BL 주상복합 (사전청약)",09,민간사전청약,"인천광역시 중구 중산동 RC4-1,2BL",22368,N,Y,Y,16885800,202702,N,아시아경제,Y,2022520030,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520030&pblancNo=2022520030,2022-07-28,N,N,2022-07-18,2022-07-20,2022-07-08,0,분양주택,N,2022-07-18,2022-07-18,400,인천,868
금강종합건설 주식회사,㈜금강주택,2022-08-08,2022-08-10,2022-07-19,2022-07-19,2022-07-19,2022-07-19,,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,,,http://www.sj-siglo.co.kr,01,민영,2022520029,세종 금강펜테리움 더 시글로(4-2생활권 H3BL) (사전청약),09,민간사전청약,세종특별자치시 행정중심복합도시 4-2생활권 H3BL(집현동 926-2답 일원),30141,N,N,Y,0445550501,202607,N,아시아경제,Y,2022520029,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520029&pblancNo=2022520029,2022-07-27,N,N,2022-07-18,2022-07-20,2022-07-08,0,분양주택,Y,2022-07-18,2022-07-18,338,세종,272
(주)무궁화신탁,제일건설(주),2022-08-09,2022-08-13,2022-07-22,2022-07-22,2022-07-22,2022-07-22,,,2022-07-25,2022-07-25,2022-07-25,2022-07-25,,,http://jeil-wj.co.kr,01,민영,2022000464,제일풍경채 원주 무실,01,APT,강원도 원주시 무실동 산23번지 외 18필지,26395,N,N,N,15220204,202505,N,아시아경제,N,2022000464,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000464&pblancNo=2022000464,2022-07-29,N,N,2022-07-21,2022-07-25,2022-07-08,0,분양주택,N,2022-07-21,2022-07-21,200,강원,997
간석초교주변 다복마을구역 주택재개발정비사업조합,(주)한화건설,2022-08-08,2022-08-12,2022-07-19,2022-07-19,2022-07-20,2022-07-20,,,2022-07-21,2022-07-21,2022-07-21,2022-07-21,,,https://hanwha.forena.co.kr/guwol/,01,민영,2022000456,한화 포레나 인천구월,01,APT,인천광역시 남동구 구월동 70-16번지 일원,21548,Y,N,Y,16001211,202311,N,문화일보,N,2022000456,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000456&pblancNo=2022000456,2022-07-27,N,N,2022-07-18,2022-07-21,2022-07-08,0,분양주택,Y,2022-07-18,2022-07-18,400,인천,434
우리자산신탁 주식회사,쌍용건설(주),2022-08-08,2022-08-10,2022-07-19,2022-07-19,2022-07-19,2022-07-19,,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,,,http://쌍용더플래티넘삼계.kr,01,민영,2022000450,쌍용 더 플래티넘 삼계,01,APT,경상남도 김해시 삼계동 1027-12번지 일원,50845,N,N,N,18996799,202501,N,문화일보,N,2022000450,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000450&pblancNo=2022000450,2022-07-26,N,N,2022-07-18,2022-07-20,2022-07-08,0,분양주택,N,2022-07-18,2022-07-18,621,경남,253
미림토건(주),미림건설(주),2022-08-07,2022-08-09,2022-07-19,2022-07-19,2022-07-19,2022-07-19,,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,,,,01,민영,2022000436,해남 미림아파트,01,APT,전라남도 해남군 해남읍 해리709,59039,N,N,N,0625342900,202208,N,,N,2022000436,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000436&pblancNo=2022000436,2022-07-26,N,N,2022-07-18,2022-07-20,2022-07-08,0,분양주택,N,2022-07-18,2022-07-18,513,전남,60
중촌동1구역주택재건축정비사업조합,에스케이에코플랜트 주식회사,2022-08-08,2022-08-12,2022-07-19,2022-07-19,2022-07-20,2022-07-20,,,2022-07-21,2022-07-21,2022-07-21,2022-07-21,,,http://www.jcsk.co.kr,01,민영,2022000427,중촌 SK VIEW,01,APT,대전광역시 중구 중촌동 21번지 일원,34807,Y,N,Y,0428228827,202503,N,헤럴드경제신문,N,2022000427,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000427&pblancNo=2022000427,2022-07-27,N,N,2022-07-18,2022-07-21,2022-07-08,0,분양주택,N,2022-07-18,2022-07-18,300,대전,307
(주)세정토건,(주)신일,2022-08-08,2022-08-10,2022-07-19,2022-07-19,2022-07-19,2022-07-19,,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,,,https://울산덕하역신일해피트리.com/,01,민영,2022000425,울산덕하역 신일 해피트리 더루츠,01,APT,울산광역시 울주군 청량읍 덕하리 409-28번지 일원,44983,N,N,N,0527070006,202505,N,아시아경제,N,2022000425,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000425&pblancNo=2022000425,2022-07-26,N,N,2022-07-18,2022-07-20,2022-07-08,0,분양주택,N,2022-07-18,2022-07-18,680,울산,672
성창재건축정비사업조합,주식회사 태왕이앤씨,2022-08-08,2022-08-10,2022-07-19,2022-07-19,2022-07-19,2022-07-19,,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,,,http://www.honors-premier.com,01,민영,2022000405,태왕아너스 프리미어,01,APT,대구광역시 북구 관음동 603번지 일원,41445,Y,N,N,0535826600,202502,N,문화일보,N,2022000405,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000405&pblancNo=2022000405,2022-07-26,N,N,2022-07-18,2022-07-20,2022-07-08,0,분양주택,N,2022-07-18,2022-07-18,700,대구,136
신한자산신탁 주식회사,신세계건설(주),2022-08-08,2022-08-10,2022-07-19,2022-07-19,2022-07-19,2022-07-19,,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,,,https://cent.villiv.co.kr/,01,민영,2022000369,빌리브센트하이,01,APT,경기도 남양주시 화도읍 마석우리 295-32,12176,N,N,N,15884940,202510,N,문화일보,N,2022000369,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000369&pblancNo=2022000369,2022-07-26,N,N,2022-07-18,2022-07-20,2022-07-08,0,분양주택,N,2022-07-18,2022-07-18,410,경기,250
신한자산신탁 주식회사,주식회사 신화종합건설,2022-08-08,2022-08-10,2022-07-20,2022-07-20,2022-07-21,2022-07-21,,,2022-07-22,2022-07-22,2022-07-22,2022-07-22,,,https://에비뉴힐.kr,01,민영,2022000368,신화하니엘 에비뉴힐,01,APT,부산광역시 북구 덕천동 573-3번지 일원,46545,N,N,Y,18334633,202405,N,부산제일경제,N,2022000368,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000368&pblancNo=2022000368,2022-07-28,N,N,2022-07-19,2022-07-22,2022-07-08,0,분양주택,N,2022-07-19,2022-07-19,600,부산,107
(주)무궁화신탁,(주)한라,2022-08-09,2022-08-15,2022-07-19,2022-07-19,2022-07-20,2022-07-20,,,2022-07-21,2022-07-21,2022-07-21,2022-07-21,,,https://brand.halla.co.kr/cheonan/,01,민영,2022000349,천안 부성지구 한라비발디,01,APT,충청남도 천안시 서북구 부대동 760번지 (부성지구 B-1BL),31080,N,N,Y,15330528,202502,N,헤럴드경제,N,2022000349,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000349&pblancNo=2022000349,2022-07-28,N,N,2022-07-18,2022-07-21,2022-07-08,0,분양주택,N,2022-07-18,2022-07-18,312,충남,654
신한자산신탁 주식회사,한국건설(주),2022-08-08,2022-08-10,2022-07-19,2022-07-19,2022-07-19,2022-07-19,,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,,,http://ys-roseadelium.com,01,민영,2022000317,여수 더로제아델리움 해양공원,01,APT,전라남도 여수시 관문동 232번지 외 7필지 일원,59741,N,N,N,0616636700,202506,N,전남도민일보,N,2022000317,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000317&pblancNo=2022000317,2022-07-26,N,N,2022-07-18,2022-07-20,2022-07-08,0,분양주택,N,2022-07-18,2022-07-18,513,전남,184
주식회사 하나자산신탁,현대건설(주),2022-08-08,2022-08-11,2022-07-19,2022-07-19,2022-07-19,2022-07-19,,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,,,https://www.hillstate.co.kr/s/#dm_central2,01,민영,2022000428,힐스테이트 대명 센트럴 2차,01,APT,대구광역시 남구 대명동 202-1번지 일원,42448,N,N,N,15333050,202602,N,문화일보,N,2022000428,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000428&pblancNo=2022000428,2022-07-28,N,N,2022-07-18,2022-07-20,2022-07-07,0,분양주택,N,2022-07-18,2022-07-18,700,대구,977
(주)한국토지신탁,대우조선해양건설(주),2022-08-01,2022-08-03,2022-07-13,2022-07-13,2022-07-13,2022-07-13,,,2022-07-14,2022-07-14,2022-07-14,2022-07-14,,,https://www.jeju-elcru.co.kr,01,민영,2022000430,제주시 엘크루 더 퍼스트,01,APT,제주특별자치도 제주시 조천읍 함덕리 72-128번지,63334,N,N,N,18552022,202402,N,제주시청 홈페이지,N,2022000430,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000430&pblancNo=2022000430,2022-07-21,N,N,2022-07-13,2022-07-14,2022-07-01,0,분양주택,N,,,690,제주,134
우리자산신탁 주식회사,디엘건설 주식회사,2022-08-01,2022-08-03,2022-07-12,2022-07-12,2022-07-12,2022-07-12,,,2022-07-13,2022-07-13,2022-07-13,2022-07-13,,,https://www.dlcon-apt.co.kr,01,민영,2022000424, e편한세상 서울산 파크그란데,01,APT,"울산광역시 울주군 상북면 상북(거리,양등)지구 도시개발사업구역 1블록 2로드 외 3필지",44905,N,N,N,0522726080,202410,N,아시아경제,N,2022000424,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000424&pblancNo=2022000424,2022-07-19,N,N,2022-07-11,2022-07-13,2022-07-01,0,분양주택,N,2022-07-11,2022-07-11,680,울산,607
우리자산신탁 주식회사,코오롱글로벌(주),2022-08-01,2022-08-04,2022-07-12,2022-07-12,2022-07-12,2022-07-12,,,2022-07-13,2022-07-13,2022-07-13,2022-07-13,,,http://hanulche-theurban2.com/,01,민영,2022000431,구미 인동 하늘채 디어반 2차,01,APT,경상북도 구미시 인의동 515번지 외 99필지,39434,N,N,N,15222775,202505,N,아시아경제,N,2022000431,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000431&pblancNo=2022000431,2022-07-19,N,N,2022-07-11,2022-07-13,2022-06-30,0,분양주택,N,2022-07-11,2022-07-11,712,경북,907
